nad_tpose_tpose	proven
npoint_cmp	proven
npoint_eq	proven
npoint_ge	proven
npoint_gt	proven
npoint_le	proven
npoint_lt	proven
npoint_ne	proven
npoint_same	proven
nsegment_cmp	proven
nsegment_eq	proven
nsegment_ge	proven
nsegment_gt	proven
nsegment_le	proven
nsegment_lt	proven
nsegment_ne	proven
overabove_stbox_stbox	proven
overabove_stbox_tspatial	proven
overabove_tspatial_stbox	proven
overabove_tspatial_tspatial	proven
overafter_date_set	proven
overafter_date_span	proven
overafter_date_spanset	proven
overafter_set_date	proven
overafter_set_timestamptz	proven
overafter_span_date	proven
overafter_span_timestamptz	proven
overafter_spanset_date	proven
overafter_spanset_timestamptz	proven
overafter_stbox_stbox	proven
overafter_stbox_tspatial	proven
overafter_tbox_tbox	proven
overafter_tbox_tnumber	proven
overafter_temporal_temporal	proven
overafter_temporal_tstzspan	proven
overafter_timestamptz_set	proven
overafter_timestamptz_span	proven
overafter_timestamptz_spanset	proven
overafter_tnumber_tbox	proven
overafter_tnumber_tnumber	proven
overafter_tspatial_stbox	proven
overafter_tspatial_tspatial	proven
overafter_tstzspan_temporal	proven
overback_stbox_stbox	proven
overback_stbox_tspatial	wired
overback_tspatial_stbox	wired
overback_tspatial_tspatial	wired
overbefore_date_set	proven
overbefore_date_span	proven
overbefore_date_spanset	proven
overbefore_set_date	proven
overbefore_set_timestamptz	proven
overbefore_span_date	proven
overbefore_span_timestamptz	proven
overbefore_spanset_date	proven
overbefore_spanset_timestamptz	proven
overbefore_stbox_stbox	proven
overbefore_stbox_tspatial	proven
overbefore_tbox_tbox	proven
overbefore_tbox_tnumber	proven
overbefore_temporal_temporal	proven
overbefore_temporal_tstzspan	proven
overbefore_timestamptz_set	proven
overbefore_timestamptz_span	proven
overbefore_timestamptz_spanset	proven
overbefore_tnumber_tbox	proven
overbefore_tnumber_tnumber	proven
overbefore_tspatial_stbox	proven
overbefore_tspatial_tspatial	proven
overbefore_tstzspan_temporal	proven
overbelow_stbox_stbox	proven
overbelow_stbox_tspatial	proven
overbelow_tspatial_stbox	proven
overbelow_tspatial_tspatial	proven
overfront_stbox_stbox	proven
overfront_stbox_tspatial	wired
overfront_tspatial_stbox	wired
overfront_tspatial_tspatial	wired
overlaps_set_set	proven
overlaps_span_span	proven
overlaps_span_spanset	proven
overlaps_spanset_span	proven
overlaps_spanset_spanset	proven
overlaps_stbox_stbox	proven
overlaps_stbox_tspatial	proven
overlaps_tbox_tbox	proven
overlaps_tbox_tnumber	proven
overlaps_temporal_temporal	proven
overlaps_tnumber_tbox	proven
overlaps_tnumber_tnumber	proven
overlaps_tspatial_stbox	proven
overlaps_tspatial_tspatial	proven
overleft_bigint_set	proven
overleft_bigint_span	proven
overleft_bigint_spanset	proven
overleft_float_set	proven
overleft_float_span	proven
overleft_float_spanset	proven
overleft_int_set	proven
overleft_int_span	proven
overleft_int_spanset	proven
overleft_set_bigint	proven
overleft_set_float	proven
overleft_set_int	proven
overleft_set_set	proven
overleft_span_bigint	proven
overleft_span_float	proven
overleft_span_int	proven
overleft_span_span	proven
overleft_span_spanset	proven
overleft_spanset_bigint	proven
overleft_spanset_float	proven
overleft_spanset_int	proven
overleft_spanset_span	proven
overleft_spanset_spanset	proven
overleft_stbox_stbox	proven
overleft_stbox_tspatial	proven
overleft_tbox_tbox	proven
overleft_tbox_tnumber	proven
overleft_tnumber_tbox	proven
overleft_tnumber_tnumber	proven
overleft_tspatial_stbox	proven
overleft_tspatial_tspatial	proven
overright_bigint_set	proven
overright_bigint_span	proven
overright_bigint_spanset	proven
overright_float_set	proven
overright_float_span	proven
overright_float_spanset	proven
overright_int_set	proven
overright_int_span	proven
overright_int_spanset	proven
overright_set_bigint	proven
overright_set_float	proven
overright_set_int	proven
overright_set_set	proven
overright_span_bigint	proven
overright_span_float	proven
overright_span_int	proven
overright_span_span	proven
overright_span_spanset	proven
overright_spanset_bigint	proven
overright_spanset_float	proven
overright_spanset_int	proven
overright_spanset_span	proven
overright_spanset_spanset	proven
overright_stbox_stbox	proven
overright_stbox_tspatial	proven
overright_tbox_tbox	proven
overright_tbox_tnumber	proven
overright_tnumber_tbox	proven
overright_tnumber_tnumber	proven
overright_tspatial_stbox	proven
overright_tspatial_tspatial	proven
pose_cmp	proven
pose_eq	proven
pose_ge	proven
pose_gt	proven
pose_le	proven
pose_lt	proven
pose_ne	proven
pose_nsame	proven
pose_same	proven
right_bigint_set	proven
right_bigint_span	proven
right_bigint_spanset	proven
right_float_set	proven
right_float_span	proven
right_float_spanset	proven
right_int_set	proven
right_int_span	proven
right_int_spanset	proven
right_set_bigint	proven
right_set_float	proven
right_set_int	proven
right_set_set	proven
right_span_bigint	proven
right_span_float	proven
right_span_int	proven
right_span_span	proven
right_span_spanset	proven
right_spanset_bigint	proven
right_spanset_float	proven
right_spanset_int	proven
right_spanset_span	proven
right_spanset_spanset	proven
right_stbox_stbox	proven
right_stbox_tspatial	proven
right_tbox_tbox	proven
right_tbox_tnumber	proven
right_tnumber_tbox	proven
right_tnumber_tnumber	proven
right_tspatial_stbox	proven
right_tspatial_tspatial	proven
same_stbox_stbox	proven
same_stbox_tspatial	proven
same_tbox_tbox	proven
same_tbox_tnumber	proven
same_temporal_temporal	proven
same_tnumber_tbox	proven
same_tnumber_tnumber	proven
same_tspatial_stbox	proven
same_tspatial_tspatial	proven
set_cmp	proven
set_eq	proven
set_ge	proven
set_gt	proven
set_le	proven
set_lt	proven
set_ne	proven
set_num_values	proven
set_union_finalfn	proven
set_union_transfn	proven
span_cmp	proven
span_copy	proven
span_eq	proven
span_ge	proven
span_gt	proven
span_le	proven
span_lower_inc	proven
span_lt	proven
span_ne	proven
span_upper_inc	proven
spanset_cmp	proven
spanset_eq	proven
spanset_ge	proven
spanset_gt	proven
spanset_le	proven
spanset_lower_inc	proven
spanset_lt	proven
spanset_ne	proven
spanset_num_spans	proven
spanset_upper_inc	proven
stbox_cmp	proven
stbox_copy	proven
stbox_eq	proven
stbox_ge	proven
stbox_gt	proven
stbox_le	proven
stbox_lt	proven
stbox_ne	proven
sub_float_tfloat	proven
sub_int_tint	proven
sub_tfloat_float	proven
sub_tint_int	proven
sub_tnumber_tnumber	proven
tbool_end_value	proven
tbool_start_value	proven
tbool_to_tint	proven
tbox_cmp	proven
tbox_copy	proven
tbox_eq	proven
tbox_ge	proven
tbox_gt	proven
tbox_le	proven
tbox_lt	proven
tbox_ne	proven
tcbuffer_to_tfloat	proven
tcontains_cbuffer_tcbuffer	proven
tcontains_geo_tcbuffer	proven
tcontains_geo_tgeo	proven
tcontains_tcbuffer_cbuffer	proven
tcontains_tcbuffer_geo	proven
tcontains_tcbuffer_tcbuffer	proven
tcontains_tgeo_geo	proven
tcontains_tgeo_tgeo	proven
tcovers_cbuffer_tcbuffer	proven
tcovers_geo_tcbuffer	proven
tcovers_geo_tgeo	proven
tcovers_tcbuffer_cbuffer	proven
tcovers_tcbuffer_geo	proven
tcovers_tcbuffer_tcbuffer	proven
tcovers_tgeo_geo	proven
tcovers_tgeo_tgeo	proven
tdisjoint_cbuffer_tcbuffer	proven
tdisjoint_geo_tcbuffer	proven
tdisjoint_geo_tgeo	proven
tdisjoint_tcbuffer_cbuffer	proven
tdisjoint_tcbuffer_geo	proven
tdisjoint_tcbuffer_tcbuffer	proven
tdisjoint_tgeo_geo	proven
tdisjoint_tgeo_tgeo	proven
tdistance_tcbuffer_cbuffer	proven
tdistance_tcbuffer_geo	proven
tdistance_tcbuffer_tcbuffer	proven
tdistance_tfloat_float	proven
tdistance_tgeo_geo	proven
tdistance_tgeo_tgeo	proven
tdistance_tint_int	proven
tdistance_tnpoint_npoint	proven
tdistance_tnpoint_point	wired
tdistance_tnpoint_tnpoint	proven
tdistance_tnumber_tnumber	proven
tdistance_tpose_point	proven
tdistance_tpose_pose	proven
tdistance_tpose_tpose	proven
temporal_append_tinstant	proven
temporal_at_max	proven
temporal_at_min	proven
temporal_at_tstzset	proven
temporal_at_tstzspan	proven
temporal_at_tstzspanset	proven
temporal_at_values	proven
temporal_cmp	proven
temporal_copy	proven
temporal_derivative	proven
temporal_dyntimewarp_distance	proven
temporal_end_timestamptz	proven
temporal_eq	proven
temporal_frechet_distance	proven
temporal_ge	proven
temporal_gt	proven
temporal_hausdorff_distance	proven
temporal_le	proven
temporal_lower_inc	proven
temporal_lt	proven
temporal_merge	proven
temporal_minus_max	proven
temporal_minus_min	proven
temporal_minus_tstzset	proven
temporal_minus_tstzspan	proven
temporal_minus_tstzspanset	proven
temporal_minus_values	proven
temporal_ne	proven
temporal_num_instants	proven
temporal_num_sequences	wired
temporal_num_timestamps	proven
temporal_start_timestamptz	proven
temporal_upper_inc	proven
teq_bool_tbool	proven
teq_cbuffer_tcbuffer	proven
teq_float_tfloat	proven
teq_geo_tgeo	proven
teq_int_tint	proven
teq_pose_tpose	proven
teq_tbool_bool	proven
teq_tcbuffer_cbuffer	proven
teq_temporal_temporal	proven
teq_text_ttext	proven
teq_tfloat_float	proven
teq_tgeo_geo	proven
teq_tint_int	proven
teq_tnpoint_npoint	proven
teq_tpose_pose	proven
teq_ttext_text	proven
textcat_text_ttext	proven
textcat_ttext_text	proven
textcat_ttext_ttext	proven
tfloat_ceil	proven
tfloat_end_value	proven
tfloat_exp	proven
tfloat_floor	proven
tfloat_from_base_temp	proven
tfloat_ln	proven
tfloat_log10	proven
tfloat_max_value	proven
tfloat_min_value	proven
tfloat_minus_value	proven
tfloat_radians	proven
tfloat_shift_value	proven
tfloat_start_value	proven
tfloat_to_tint	proven
tge_float_tfloat	proven
tge_int_tint	proven
tge_temporal_temporal	proven
tge_text_ttext	proven
tge_tfloat_float	proven
tge_tint_int	proven
tge_ttext_text	proven
tgeo_at_geom	proven
tgeo_at_stbox	proven
tgeo_centroid	proven
tgeo_convex_hull	proven
tgeo_end_value	proven
tgeo_minus_geom	proven
tgeo_start_value	proven
tgeompoint_to_tgeometry	wired
tgt_float_tfloat	proven
tgt_int_tint	proven
tgt_temporal_temporal	proven
tgt_text_ttext	proven
tgt_tfloat_float	proven
tgt_tint_int	proven
tgt_ttext_text	proven
timestamptz_extent_transfn	proven
timestamptz_to_set	proven
timestamptz_to_span	proven
timestamptz_to_spanset	proven
timestamptz_union_transfn	proven
tint_end_value	proven
tint_from_base_temp	proven
tint_max_value	proven
tint_min_value	proven
tint_minus_value	proven
tint_shift_value	proven
tint_start_value	proven
tint_to_tfloat	proven
tintersects_cbuffer_tcbuffer	proven
tintersects_geo_tcbuffer	proven
tintersects_geo_tgeo	proven
tintersects_tcbuffer_cbuffer	proven
tintersects_tcbuffer_geo	proven
tintersects_tcbuffer_tcbuffer	proven
tintersects_tgeo_geo	proven
tintersects_tgeo_tgeo	proven
tle_float_tfloat	proven
tle_int_tint	proven
tle_temporal_temporal	proven
tle_text_ttext	proven
tle_tfloat_float	proven
tle_tint_int	proven
tle_ttext_text	proven
tlt_float_tfloat	proven
tlt_int_tint	proven
tlt_temporal_temporal	proven
tlt_text_ttext	proven
tlt_tfloat_float	proven
tlt_tint_int	proven
